case_id,text,district_id,crime_subhead_id,date,case_status_id
2289,"Case 2289 (Crime No: 100100048202511809): Dowry Harassment reported near Davanagere PS-3 jurisdiction. Registered on 2025-08-29. District ID 10, Police Station ID 48. Case status ID: 4. Gravity ID: 1.",10,8,2025-08-29,4
2290,"Case 2290 (Crime No: 100020008202513251): Phishing / Identity Theft reported near Mysuru PS-4 jurisdiction. Registered on 2025-04-03. District ID 2, Police Station ID 8. Case status ID: 1. Gravity ID: 1.",2,10,2025-04-03,1
2291,"Case 2291 (Crime No: 100090043202411839): Murder reported near Shivamogga PS-3 jurisdiction. Registered on 2024-11-08. District ID 9, Police Station ID 43. Case status ID: 1. Gravity ID: 1.",9,1,2024-11-08,1
2292,"Case 2292 (Crime No: 100060028202517068): Public Nuisance reported near Kalaburagi PS-5 jurisdiction. Registered on 2025-02-01. District ID 6, Police Station ID 28. Case status ID: 1. Gravity ID: 2.",6,14,2025-02-01,1
2293,"Case 2293 (Crime No: 100010002202506703): Online Financial Fraud reported near Bengaluru PS-2 jurisdiction. Registered on 2025-04-03. District ID 1, Police Station ID 2. Case status ID: 4. Gravity ID: 1.",1,9,2025-04-03,4
2294,"Case 2294 (Crime No: 100070032202415171): Attempt to Murder reported near Ballari PS-3 jurisdiction. Registered on 2024-08-01. District ID 7, Police Station ID 32. Case status ID: 1. Gravity ID: 1.",7,3,2024-08-01,1
2295,"Case 2295 (Crime No: 100090041202411976): Phishing / Identity Theft reported near Shivamogga PS-1 jurisdiction. Registered on 2024-01-08. District ID 9, Police Station ID 41. Case status ID: 2. Gravity ID: 1.",9,10,2024-01-08,2
2296,"Case 2296 (Crime No: 100070033202512175): Murder reported near Ballari PS-4 jurisdiction. Registered on 2025-03-04. District ID 7, Police Station ID 33. Case status ID: 2. Gravity ID: 1.",7,1,2025-03-04,2
2297,"Case 2297 (Crime No: 100010002202509001): Chain Snatching reported near Bengaluru PS-2 jurisdiction. Registered on 2025-11-05. District ID 1, Police Station ID 2. Case status ID: 2. Gravity ID: 1.",1,6,2025-11-05,2
2298,"Case 2298 (Crime No: 100030013202516686): Rioting reported near Mangaluru PS-5 jurisdiction. Registered on 2025-12-03. District ID 3, Police Station ID 13. Case status ID: 2. Gravity ID: 1.",3,13,2025-12-03,2
2299,"Case 2299 (Crime No: 100050022202517958): Phishing / Identity Theft reported near Hubballi-Dharwad PS-4 jurisdiction. Registered on 2025-03-05. District ID 5, Police Station ID 22. Case status ID: 2. Gravity ID: 2.",5,10,2025-03-05,2
2300,"Case 2300 (Crime No: 100050021202415850): Murder reported near Hubballi-Dharwad PS-3 jurisdiction. Registered on 2024-12-28. District ID 5, Police Station ID 21. Case status ID: 1. Gravity ID: 1.",5,1,2024-12-28,1
2301,"Case 2301 (Crime No: 100070033202500755): Rioting reported near Ballari PS-4 jurisdiction. Registered on 2025-05-11. District ID 7, Police Station ID 33. Case status ID: 1. Gravity ID: 2.",7,13,2025-05-11,1
2302,"Case 2302 (Crime No: 100030014202615032): Drug Peddling reported near Mangaluru PS-6 jurisdiction. Registered on 2026-04-21. District ID 3, Police Station ID 14. Case status ID: 1. Gravity ID: 1.",3,11,2026-04-21,1
2303,"Case 2303 (Crime No: 100060026202607741): Drug Peddling reported near Kalaburagi PS-3 jurisdiction. Registered on 2026-04-02. District ID 6, Police Station ID 26. Case status ID: 1. Gravity ID: 1.",6,11,2026-04-02,1
2304,"Case 2304 (Crime No: 100010004202402268): Online Financial Fraud reported near Bengaluru PS-4 jurisdiction. Registered on 2024-06-07. District ID 1, Police Station ID 4. Case status ID: 4. Gravity ID: 2.",1,9,2024-06-07,4
2305,"Case 2305 (Crime No: 100040017202514758): Attempt to Murder reported near Belagavi PS-3 jurisdiction. Registered on 2025-02-09. District ID 4, Police Station ID 17. Case status ID: 1. Gravity ID: 1.",4,3,2025-02-09,1
2306,"Case 2306 (Crime No: 100020005202412723): Rioting reported near Mysuru PS-1 jurisdiction. Registered on 2024-06-22. District ID 2, Police Station ID 5. Case status ID: 1. Gravity ID: 1.",2,13,2024-06-22,1
2307,"Case 2307 (Crime No: 100030014202608747): Vehicle Theft reported near Mangaluru PS-6 jurisdiction. Registered on 2026-02-21. District ID 3, Police Station ID 14. Case status ID: 4. Gravity ID: 2.",3,5,2026-02-21,4
2308,"Case 2308 (Crime No: 100090042202410941): Assault on Woman reported near Shivamogga PS-2 jurisdiction. Registered on 2024-02-13. District ID 9, Police Station ID 42. Case status ID: 1. Gravity ID: 1.",9,7,2024-02-13,1
2309,"Case 2309 (Crime No: 100100051202514613): Vehicle Theft reported near Davanagere PS-6 jurisdiction. Registered on 2025-10-31. District ID 10, Police Station ID 51. Case status ID: 4. Gravity ID: 2.",10,5,2025-10-31,4
2310,"Case 2310 (Crime No: 100020007202617425): Online Financial Fraud reported near Mysuru PS-3 jurisdiction. Registered on 2026-04-26. District ID 2, Police Station ID 7. Case status ID: 3. Gravity ID: 2.",2,9,2026-04-26,3
2311,"Case 2311 (Crime No: 100070031202507698): Rioting reported near Ballari PS-2 jurisdiction. Registered on 2025-11-10. District ID 7, Police Station ID 31. Case status ID: 1. Gravity ID: 1.",7,13,2025-11-10,1
2312,"Case 2312 (Crime No: 100080037202514176): Chain Snatching reported near Tumakuru PS-3 jurisdiction. Registered on 2025-11-19. District ID 8, Police Station ID 37. Case status ID: 3. Gravity ID: 1.",8,6,2025-11-19,3
2313,"Case 2313 (Crime No: 100080036202616929): House Burglary reported near Tumakuru PS-2 jurisdiction. Registered on 2026-06-15. District ID 8, Police Station ID 36. Case status ID: 3. Gravity ID: 1.",8,4,2026-06-15,3
2314,"Case 2314 (Crime No: 100070033202500357): Rioting reported near Ballari PS-4 jurisdiction. Registered on 2025-05-31. District ID 7, Police Station ID 33. Case status ID: 1. Gravity ID: 1.",7,13,2025-05-31,1
2315,"Case 2315 (Crime No: 100070033202404955): Rioting reported near Ballari PS-4 jurisdiction. Registered on 2024-12-07. District ID 7, Police Station ID 33. Case status ID: 1. Gravity ID: 1.",7,13,2024-12-07,1
2316,"Case 2316 (Crime No: 100040015202517613): Online Financial Fraud reported near Belagavi PS-1 jurisdiction. Registered on 2025-01-15. District ID 4, Police Station ID 15. Case status ID: 1. Gravity ID: 2.",4,9,2025-01-15,1
2317,"Case 2317 (Crime No: 100070034202500065): Rioting reported near Ballari PS-5 jurisdiction. Registered on 2025-09-25. District ID 7, Police Station ID 34. Case status ID: 2. Gravity ID: 1.",7,13,2025-09-25,2
2318,"Case 2318 (Crime No: 100050020202412758): Murder reported near Hubballi-Dharwad PS-2 jurisdiction. Registered on 2024-11-14. District ID 5, Police Station ID 20. Case status ID: 1. Gravity ID: 1.",5,1,2024-11-14,1
2319,"Case 2319 (Crime No: 100010003202501684): Online Financial Fraud reported near Bengaluru PS-3 jurisdiction. Registered on 2025-08-08. District ID 1, Police Station ID 3. Case status ID: 1. Gravity ID: 2.",1,9,2025-08-08,1
2320,"Case 2320 (Crime No: 100040016202610034): Attempt to Murder reported near Belagavi PS-2 jurisdiction. Registered on 2026-03-21. District ID 4, Police Station ID 16. Case status ID: 1. Gravity ID: 1.",4,3,2026-03-21,1
2321,"Case 2321 (Crime No: 100100048202514677): Murder reported near Davanagere PS-3 jurisdiction. Registered on 2025-05-05. District ID 10, Police Station ID 48. Case status ID: 2. Gravity ID: 1.",10,1,2025-05-05,2
2322,"Case 2322 (Crime No: 100090045202510208): Public Nuisance reported near Shivamogga PS-5 jurisdiction. Registered on 2025-03-01. District ID 9, Police Station ID 45. Case status ID: 1. Gravity ID: 2.",9,14,2025-03-01,1
2323,"Case 2323 (Crime No: 100060024202411708): Chain Snatching reported near Kalaburagi PS-1 jurisdiction. Registered on 2024-12-07. District ID 6, Police Station ID 24. Case status ID: 1. Gravity ID: 1.",6,6,2024-12-07,1
2324,"Case 2324 (Crime No: 100020006202408784): Dowry Harassment reported near Mysuru PS-2 jurisdiction. Registered on 2024-08-06. District ID 2, Police Station ID 6. Case status ID: 1. Gravity ID: 1.",2,8,2024-08-06,1
2325,"Case 2325 (Crime No: 100010001202402453): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2024-04-20. District ID 1, Police Station ID 1. Case status ID: 4. Gravity ID: 1.",1,6,2024-04-20,4
2326,"Case 2326 (Crime No: 100040018202410657): Public Nuisance reported near Belagavi PS-4 jurisdiction. Registered on 2024-09-11. District ID 4, Police Station ID 18. Case status ID: 1. Gravity ID: 1.",4,14,2024-09-11,1
2327,"Case 2327 (Crime No: 100030011202606823): Vehicle Theft reported near Mangaluru PS-3 jurisdiction. Registered on 2026-05-27. District ID 3, Police Station ID 11. Case status ID: 4. Gravity ID: 1.",3,5,2026-05-27,4
2328,"Case 2328 (Crime No: 100060028202513481): Murder reported near Kalaburagi PS-5 jurisdiction. Registered on 2025-05-31. District ID 6, Police Station ID 28. Case status ID: 2. Gravity ID: 1.",6,1,2025-05-31,2
2329,"Case 2329 (Crime No: 100040015202410423): House Burglary reported near Belagavi PS-1 jurisdiction. Registered on 2024-10-09. District ID 4, Police Station ID 15. Case status ID: 1. Gravity ID: 2.",4,4,2024-10-09,1
2330,"Case 2330 (Crime No: 100020007202612965): Assault on Woman reported near Mysuru PS-3 jurisdiction. Registered on 2026-04-16. District ID 2, Police Station ID 7. Case status ID: 2. Gravity ID: 1.",2,7,2026-04-16,2
2331,"Case 2331 (Crime No: 100010004202602698): Chain Snatching reported near Bengaluru PS-4 jurisdiction. Registered on 2026-04-09. District ID 1, Police Station ID 4. Case status ID: 2. Gravity ID: 2.",1,6,2026-04-09,2
2332,"Case 2332 (Crime No: 100020008202613082): Drug Possession reported near Mysuru PS-4 jurisdiction. Registered on 2026-01-08. District ID 2, Police Station ID 8. Case status ID: 4. Gravity ID: 2.",2,12,2026-01-08,4
2333,"Case 2333 (Crime No: 100100050202412796): House Burglary reported near Davanagere PS-5 jurisdiction. Registered on 2024-06-02. District ID 10, Police Station ID 50. Case status ID: 1. Gravity ID: 1.",10,4,2024-06-02,1
2334,"Case 2334 (Crime No: 100020006202414908): Drug Peddling reported near Mysuru PS-2 jurisdiction. Registered on 2024-09-25. District ID 2, Police Station ID 6. Case status ID: 1. Gravity ID: 2.",2,11,2024-09-25,1
2335,"Case 2335 (Crime No: 100010001202417414): Online Financial Fraud reported near Bengaluru PS-1 jurisdiction. Registered on 2024-10-23. District ID 1, Police Station ID 1. Case status ID: 3. Gravity ID: 1.",1,9,2024-10-23,3
2336,"Case 2336 (Crime No: 100090042202411649): Grievous Hurt reported near Shivamogga PS-2 jurisdiction. Registered on 2024-02-13. District ID 9, Police Station ID 42. Case status ID: 1. Gravity ID: 1.",9,2,2024-02-13,1
2337,"Case 2337 (Crime No: 100020005202409645): Dowry Harassment reported near Mysuru PS-1 jurisdiction. Registered on 2024-08-01. District ID 2, Police Station ID 5. Case status ID: 1. Gravity ID: 1.",2,8,2024-08-01,1
2338,"Case 2338 (Crime No: 100100047202416246): Attempt to Murder reported near Davanagere PS-2 jurisdiction. Registered on 2024-11-08. District ID 10, Police Station ID 47. Case status ID: 3. Gravity ID: 1.",10,3,2024-11-08,3
2339,"Case 2339 (Crime No: 100100051202610782): Rioting reported near Davanagere PS-6 jurisdiction. Registered on 2026-04-19. District ID 10, Police Station ID 51. Case status ID: 2. Gravity ID: 2.",10,13,2026-04-19,2
2340,"Case 2340 (Crime No: 100020006202509796): Dowry Harassment reported near Mysuru PS-2 jurisdiction. Registered on 2025-03-07. District ID 2, Police Station ID 6. Case status ID: 3. Gravity ID: 1.",2,8,2025-03-07,3
2341,"Case 2341 (Crime No: 100060029202401171): Drug Peddling reported near Kalaburagi PS-6 jurisdiction. Registered on 2024-01-11. District ID 6, Police Station ID 29. Case status ID: 1. Gravity ID: 1.",6,11,2024-01-11,1
2342,"Case 2342 (Crime No: 100090042202510508): Public Nuisance reported near Shivamogga PS-2 jurisdiction. Registered on 2025-09-18. District ID 9, Police Station ID 42. Case status ID: 3. Gravity ID: 2.",9,14,2025-09-18,3
2343,"Case 2343 (Crime No: 100010001202416545): Drug Possession reported near Bengaluru PS-1 jurisdiction. Registered on 2024-09-11. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,12,2024-09-11,1
2344,"Case 2344 (Crime No: 100010003202501760): Online Financial Fraud reported near Bengaluru PS-3 jurisdiction. Registered on 2025-11-01. District ID 1, Police Station ID 3. Case status ID: 2. Gravity ID: 1.",1,9,2025-11-01,2
2345,"Case 2345 (Crime No: 100040016202515028): Drug Peddling reported near Belagavi PS-2 jurisdiction. Registered on 2025-03-20. District ID 4, Police Station ID 16. Case status ID: 2. Gravity ID: 2.",4,11,2025-03-20,2
2346,"Case 2346 (Crime No: 100060026202406203): Drug Peddling reported near Kalaburagi PS-3 jurisdiction. Registered on 2024-02-06. District ID 6, Police Station ID 26. Case status ID: 1. Gravity ID: 2.",6,11,2024-02-06,1
2347,"Case 2347 (Crime No: 100010002202402222): Online Financial Fraud reported near Bengaluru PS-2 jurisdiction. Registered on 2024-09-05. District ID 1, Police Station ID 2. Case status ID: 3. Gravity ID: 2.",1,9,2024-09-05,3
2348,"Case 2348 (Crime No: 100010002202509640): Online Financial Fraud reported near Bengaluru PS-2 jurisdiction. Registered on 2025-05-29. District ID 1, Police Station ID 2. Case status ID: 3. Gravity ID: 1.",1,9,2025-05-29,3
2349,"Case 2349 (Crime No: 100030010202402819): Vehicle Theft reported near Mangaluru PS-2 jurisdiction. Registered on 2024-03-12. District ID 3, Police Station ID 10. Case status ID: 2. Gravity ID: 1.",3,5,2024-03-12,2
2350,"Case 2350 (Crime No: 100010003202405280): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2024-06-29. District ID 1, Police Station ID 3. Case status ID: 2. Gravity ID: 1.",1,6,2024-06-29,2
2351,"Case 2351 (Crime No: 100050023202514215): Drug Possession reported near Hubballi-Dharwad PS-5 jurisdiction. Registered on 2025-05-29. District ID 5, Police Station ID 23. Case status ID: 1. Gravity ID: 1.",5,12,2025-05-29,1
2352,"Case 2352 (Crime No: 100060027202501104): Drug Peddling reported near Kalaburagi PS-4 jurisdiction. Registered on 2025-02-08. District ID 6, Police Station ID 27. Case status ID: 2. Gravity ID: 1.",6,11,2025-02-08,2
2353,"Case 2353 (Crime No: 100050022202511879): Chain Snatching reported near Hubballi-Dharwad PS-4 jurisdiction. Registered on 2025-09-28. District ID 5, Police Station ID 22. Case status ID: 3. Gravity ID: 1.",5,6,2025-09-28,3
2354,"Case 2354 (Crime No: 100030013202403421): Vehicle Theft reported near Mangaluru PS-5 jurisdiction. Registered on 2024-07-15. District ID 3, Police Station ID 13. Case status ID: 2. Gravity ID: 1.",3,5,2024-07-15,2
2355,"Case 2355 (Crime No: 100010003202601022): Online Financial Fraud reported near Bengaluru PS-3 jurisdiction. Registered on 2026-04-01. District ID 1, Police Station ID 3. Case status ID: 1. Gravity ID: 1.",1,9,2026-04-01,1
2356,"Case 2356 (Crime No: 100050019202415812): Murder reported near Hubballi-Dharwad PS-1 jurisdiction. Registered on 2024-08-04. District ID 5, Police Station ID 19. Case status ID: 1. Gravity ID: 1.",5,1,2024-08-04,1
2357,"Case 2357 (Crime No: 100010004202609334): Chain Snatching reported near Bengaluru PS-4 jurisdiction. Registered on 2026-05-30. District ID 1, Police Station ID 4. Case status ID: 1. Gravity ID: 1.",1,6,2026-05-30,1
2358,"Case 2358 (Crime No: 100060024202617011): Phishing / Identity Theft reported near Kalaburagi PS-1 jurisdiction. Registered on 2026-03-21. District ID 6, Police Station ID 24. Case status ID: 1. Gravity ID: 1.",6,10,2026-03-21,1
2359,"Case 2359 (Crime No: 100080039202412116): Dowry Harassment reported near Tumakuru PS-5 jurisdiction. Registered on 2024-02-14. District ID 8, Police Station ID 39. Case status ID: 2. Gravity ID: 1.",8,8,2024-02-14,2
2360,"Case 2360 (Crime No: 100090043202513798): Public Nuisance reported near Shivamogga PS-3 jurisdiction. Registered on 2025-05-08. District ID 9, Police Station ID 43. Case status ID: 4. Gravity ID: 1.",9,14,2025-05-08,4
2361,"Case 2361 (Crime No: 100010001202501496): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2025-08-25. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,6,2025-08-25,1
2362,"Case 2362 (Crime No: 100070030202516566): Drug Peddling reported near Ballari PS-1 jurisdiction. Registered on 2025-03-09. District ID 7, Police Station ID 30. Case status ID: 2. Gravity ID: 1.",7,11,2025-03-09,2
2363,"Case 2363 (Crime No: 100100046202414711): Drug Peddling reported near Davanagere PS-1 jurisdiction. Registered on 2024-03-27. District ID 10, Police Station ID 46. Case status ID: 3. Gravity ID: 1.",10,11,2024-03-27,3
2364,"Case 2364 (Crime No: 100010003202600074): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2026-06-28. District ID 1, Police Station ID 3. Case status ID: 2. Gravity ID: 2.",1,6,2026-06-28,2
2365,"Case 2365 (Crime No: 100020006202515410): Online Financial Fraud reported near Mysuru PS-2 jurisdiction. Registered on 2025-05-10. District ID 2, Police Station ID 6. Case status ID: 1. Gravity ID: 2.",2,9,2025-05-10,1
2366,"Case 2366 (Crime No: 100010003202603510): Online Financial Fraud reported near Bengaluru PS-3 jurisdiction. Registered on 2026-03-08. District ID 1, Police Station ID 3. Case status ID: 3. Gravity ID: 2.",1,9,2026-03-08,3
2367,"Case 2367 (Crime No: 100060027202414574): Phishing / Identity Theft reported near Kalaburagi PS-4 jurisdiction. Registered on 2024-08-17. District ID 6, Police Station ID 27. Case status ID: 1. Gravity ID: 2.",6,10,2024-08-17,1
2368,"Case 2368 (Crime No: 100020006202512568): Dowry Harassment reported near Mysuru PS-2 jurisdiction. Registered on 2025-08-08. District ID 2, Police Station ID 6. Case status ID: 1. Gravity ID: 1.",2,8,2025-08-08,1
2369,"Case 2369 (Crime No: 100030012202406289): Vehicle Theft reported near Mangaluru PS-4 jurisdiction. Registered on 2024-01-01. District ID 3, Police Station ID 12. Case status ID: 2. Gravity ID: 2.",3,5,2024-01-01,2
2370,"Case 2370 (Crime No: 100040018202513940): Assault on Woman reported near Belagavi PS-4 jurisdiction. Registered on 2025-04-14. District ID 4, Police Station ID 18. Case status ID: 2. Gravity ID: 1.",4,7,2025-04-14,2
2371,"Case 2371 (Crime No: 100060024202508284): Drug Peddling reported near Kalaburagi PS-1 jurisdiction. Registered on 2025-11-30. District ID 6, Police Station ID 24. Case status ID: 1. Gravity ID: 1.",6,11,2025-11-30,1
2372,"Case 2372 (Crime No: 100010001202507078): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2025-07-09. District ID 1, Police Station ID 1. Case status ID: 3. Gravity ID: 1.",1,6,2025-07-09,3
2373,"Case 2373 (Crime No: 100060024202506284): Drug Peddling reported near Kalaburagi PS-1 jurisdiction. Registered on 2025-01-14. District ID 6, Police Station ID 24. Case status ID: 3. Gravity ID: 2.",6,11,2025-01-14,3
2374,"Case 2374 (Crime No: 100010004202509806): Chain Snatching reported near Bengaluru PS-4 jurisdiction. Registered on 2025-10-26. District ID 1, Police Station ID 4. Case status ID: 1. Gravity ID: 1.",1,6,2025-10-26,1
2375,"Case 2375 (Crime No: 100010002202600177): Chain Snatching reported near Bengaluru PS-2 jurisdiction. Registered on 2026-01-12. District ID 1, Police Station ID 2. Case status ID: 2. Gravity ID: 2.",1,6,2026-01-12,2
2376,"Case 2376 (Crime No: 100100050202410185): Attempt to Murder reported near Davanagere PS-5 jurisdiction. Registered on 2024-04-13. District ID 10, Police Station ID 50. Case status ID: 1. Gravity ID: 1.",10,3,2024-04-13,1
2377,"Case 2377 (Crime No: 100050020202411714): Attempt to Murder reported near Hubballi-Dharwad PS-2 jurisdiction. Registered on 2024-12-20. District ID 5, Police Station ID 20. Case status ID: 3. Gravity ID: 1.",5,3,2024-12-20,3
2378,"Case 2378 (Crime No: 100080035202513292): Attempt to Murder reported near Tumakuru PS-1 jurisdiction. Registered on 2025-12-20. District ID 8, Police Station ID 35. Case status ID: 3. Gravity ID: 1.",8,3,2025-12-20,3
2379,"Case 2379 (Crime No: 100030011202516515): Public Nuisance reported near Mangaluru PS-3 jurisdiction. Registered on 2025-10-01. District ID 3, Police Station ID 11. Case status ID: 2. Gravity ID: 2.",3,14,2025-10-01,2
2380,"Case 2380 (Crime No: 100070032202510159): Phishing / Identity Theft reported near Ballari PS-3 jurisdiction. Registered on 2025-06-09. District ID 7, Police Station ID 32. Case status ID: 3. Gravity ID: 1.",7,10,2025-06-09,3
2381,"Case 2381 (Crime No: 100060025202501110): Drug Peddling reported near Kalaburagi PS-2 jurisdiction. Registered on 2025-10-14. District ID 6, Police Station ID 25. Case status ID: 3. Gravity ID: 1.",6,11,2025-10-14,3
2382,"Case 2382 (Crime No: 100010002202503951): Online Financial Fraud reported near Bengaluru PS-2 jurisdiction. Registered on 2025-07-01. District ID 1, Police Station ID 2. Case status ID: 2. Gravity ID: 2.",1,9,2025-07-01,2
2383,"Case 2383 (Crime No: 100060026202413172): Online Financial Fraud reported near Kalaburagi PS-3 jurisdiction. Registered on 2024-12-22. District ID 6, Police Station ID 26. Case status ID: 2. Gravity ID: 2.",6,9,2024-12-22,2
2384,"Case 2384 (Crime No: 100010004202404206): Chain Snatching reported near Bengaluru PS-4 jurisdiction. Registered on 2024-11-24. District ID 1, Police Station ID 4. Case status ID: 2. Gravity ID: 1.",1,6,2024-11-24,2
2385,"Case 2385 (Crime No: 100030014202412958): Public Nuisance reported near Mangaluru PS-6 jurisdiction. Registered on 2024-12-18. District ID 3, Police Station ID 14. Case status ID: 2. Gravity ID: 1.",3,14,2024-12-18,2
2386,"Case 2386 (Crime No: 100060026202415233): Phishing / Identity Theft reported near Kalaburagi PS-3 jurisdiction. Registered on 2024-10-12. District ID 6, Police Station ID 26. Case status ID: 1. Gravity ID: 2.",6,10,2024-10-12,1
2387,"Case 2387 (Crime No: 100070030202512828): Grievous Hurt reported near Ballari PS-1 jurisdiction. Registered on 2025-10-10. District ID 7, Police Station ID 30. Case status ID: 1. Gravity ID: 1.",7,2,2025-10-10,1
2388,"Case 2388 (Crime No: 100090042202414065): Drug Possession reported near Shivamogga PS-2 jurisdiction. Registered on 2024-03-29. District ID 9, Police Station ID 42. Case status ID: 1. Gravity ID: 2.",9,12,2024-03-29,1
2389,"Case 2389 (Crime No: 100070031202500916): Rioting reported near Ballari PS-2 jurisdiction. Registered on 2025-08-04. District ID 7, Police Station ID 31. Case status ID: 4. Gravity ID: 2.",7,13,2025-08-04,4
2390,"Case 2390 (Crime No: 100010001202507683): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2025-11-13. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,6,2025-11-13,1
2391,"Case 2391 (Crime No: 100010004202415874): Dowry Harassment reported near Bengaluru PS-4 jurisdiction. Registered on 2024-12-29. District ID 1, Police Station ID 4. Case status ID: 4. Gravity ID: 1.",1,8,2024-12-29,4
2392,"Case 2392 (Crime No: 100060025202602841): Drug Peddling reported near Kalaburagi PS-2 jurisdiction. Registered on 2026-02-10. District ID 6, Police Station ID 25. Case status ID: 1. Gravity ID: 1.",6,11,2026-02-10,1
2393,"Case 2393 (Crime No: 100060029202605549): Drug Peddling reported near Kalaburagi PS-6 jurisdiction. Registered on 2026-06-21. District ID 6, Police Station ID 29. Case status ID: 2. Gravity ID: 2.",6,11,2026-06-21,2
2394,"Case 2394 (Crime No: 100020008202613969): Public Nuisance reported near Mysuru PS-4 jurisdiction. Registered on 2026-02-01. District ID 2, Police Station ID 8. Case status ID: 1. Gravity ID: 2.",2,14,2026-02-01,1
2395,"Case 2395 (Crime No: 100070033202501514): Rioting reported near Ballari PS-4 jurisdiction. Registered on 2025-05-06. District ID 7, Police Station ID 33. Case status ID: 2. Gravity ID: 1.",7,13,2025-05-06,2
2396,"Case 2396 (Crime No: 100040018202514442): Drug Possession reported near Belagavi PS-4 jurisdiction. Registered on 2025-09-07. District ID 4, Police Station ID 18. Case status ID: 1. Gravity ID: 1.",4,12,2025-09-07,1
2397,"Case 2397 (Crime No: 100010003202400733): Online Financial Fraud reported near Bengaluru PS-3 jurisdiction. Registered on 2024-04-29. District ID 1, Police Station ID 3. Case status ID: 2. Gravity ID: 1.",1,9,2024-04-29,2
2398,"Case 2398 (Crime No: 100020006202505342): Dowry Harassment reported near Mysuru PS-2 jurisdiction. Registered on 2025-10-28. District ID 2, Police Station ID 6. Case status ID: 2. Gravity ID: 1.",2,8,2025-10-28,2
2399,"Case 2399 (Crime No: 100030011202401076): Vehicle Theft reported near Mangaluru PS-3 jurisdiction. Registered on 2024-05-18. District ID 3, Police Station ID 11. Case status ID: 4. Gravity ID: 2.",3,5,2024-05-18,4
2400,"Case 2400 (Crime No: 100020007202409319): Dowry Harassment reported near Mysuru PS-3 jurisdiction. Registered on 2024-05-19. District ID 2, Police Station ID 7. Case status ID: 1. Gravity ID: 1.",2,8,2024-05-19,1
2401,"Case 2401 (Crime No: 100080035202516061): Chain Snatching reported near Tumakuru PS-1 jurisdiction. Registered on 2025-05-03. District ID 8, Police Station ID 35. Case status ID: 3. Gravity ID: 2.",8,6,2025-05-03,3
2402,"Case 2402 (Crime No: 100030012202417675): Drug Possession reported near Mangaluru PS-4 jurisdiction. Registered on 2024-07-07. District ID 3, Police Station ID 12. Case status ID: 1. Gravity ID: 2.",3,12,2024-07-07,1
2403,"Case 2403 (Crime No: 100080039202414685): Assault on Woman reported near Tumakuru PS-5 jurisdiction. Registered on 2024-02-14. District ID 8, Police Station ID 39. Case status ID: 1. Gravity ID: 1.",8,7,2024-02-14,1
2404,"Case 2404 (Crime No: 100010002202401916): Online Financial Fraud reported near Bengaluru PS-2 jurisdiction. Registered on 2024-10-07. District ID 1, Police Station ID 2. Case status ID: 1. Gravity ID: 2.",1,9,2024-10-07,1
2405,"Case 2405 (Crime No: 100070033202510442): Murder reported near Ballari PS-4 jurisdiction. Registered on 2025-12-28. District ID 7, Police Station ID 33. Case status ID: 2. Gravity ID: 1.",7,1,2025-12-28,2
2406,"Case 2406 (Crime No: 100010003202411101): Rioting reported near Bengaluru PS-3 jurisdiction. Registered on 2024-04-21. District ID 1, Police Station ID 3. Case status ID: 2. Gravity ID: 2.",1,13,2024-04-21,2
2407,"Case 2407 (Crime No: 100020005202509039): Dowry Harassment reported near Mysuru PS-1 jurisdiction. Registered on 2025-11-05. District ID 2, Police Station ID 5. Case status ID: 2. Gravity ID: 1.",2,8,2025-11-05,2
2408,"Case 2408 (Crime No: 100020008202514713): Phishing / Identity Theft reported near Mysuru PS-4 jurisdiction. Registered on 2025-02-11. District ID 2, Police Station ID 8. Case status ID: 3. Gravity ID: 2.",2,10,2025-02-11,3
2409,"Case 2409 (Crime No: 100010003202506146): Online Financial Fraud reported near Bengaluru PS-3 jurisdiction. Registered on 2025-11-04. District ID 1, Police Station ID 3. Case status ID: 1. Gravity ID: 1.",1,9,2025-11-04,1
2410,"Case 2410 (Crime No: 100090043202510371): Assault on Woman reported near Shivamogga PS-3 jurisdiction. Registered on 2025-08-10. District ID 9, Police Station ID 43. Case status ID: 3. Gravity ID: 1.",9,7,2025-08-10,3
2411,"Case 2411 (Crime No: 100020005202605612): Dowry Harassment reported near Mysuru PS-1 jurisdiction. Registered on 2026-03-06. District ID 2, Police Station ID 5. Case status ID: 1. Gravity ID: 1.",2,8,2026-03-06,1
2412,"Case 2412 (Crime No: 100090044202415981): Dowry Harassment reported near Shivamogga PS-4 jurisdiction. Registered on 2024-05-14. District ID 9, Police Station ID 44. Case status ID: 2. Gravity ID: 1.",9,8,2024-05-14,2
